code,name,series,element,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves,level
o3i7rz,Renner Theiere Chardelon Ryle Vaiself,Overlord II,light,N/A,8,1811,N/A,N/A,0,N/A,false,false,N/A,N/A,46,99,41,240,"Dra, Bod",1
o3i5om,Penny Polendina,RWBY,earth,N/A,13,602,N/A,N/A,0,N/A,false,false,N/A,N/A,44,43,50,253,"Tem, Rol",1
o3i3nc,Yuki Rurikawa,A3! Act! Addict! Actors!,fire,N/A,7,644,N/A,N/A,0,N/A,false,false,N/A,N/A,43,68,48,272,"Cos, Ven",1
o3i2qk,Emily,Corpse Bride,void,N/A,32,1888,N/A,N/A,0,N/A,false,false,N/A,N/A,60,48,57,264,"Ref, Spi",1
o3hzd8,Kaidou,One Piece,light,N/A,85,535,N/A,N/A,0,N/A,false,false,N/A,N/A,45,56,55,299,"Cos, Rot",1
o3hvo2,Yano Hiiro,D4DJ,earth,N/A,10,658,N/A,N/A,0,N/A,false,false,N/A,N/A,52,42,60,247,"Hol, Nec",1
o3hus2,Shirou Emiya,Fate/Stay Night,void,N/A,67,826,N/A,N/A,0,N/A,false,false,N/A,N/A,56,60,43,256,"Sha, Bod",1
o3httt,Ai Hoshino,Oshi no Ko,metal,N/A,971,1670,N/A,N/A,0,N/A,false,false,N/A,N/A,59,48,57,250,"Pur, Rol",1
o3hrqt,Lee Kiyoung,Regressor's Instruction Manual,light,N/A,30,841,N/A,N/A,0,N/A,false,false,N/A,N/A,47,57,56,269,"Hel, Eth",1
o3hohs,Kazuma Satou,KonoSuba: God's Blessing on This Wonderful World!,void,N/A,76,1243,N/A,N/A,0,N/A,false,false,N/A,N/A,52,52,49,289,"Dra, Dra",1
o3hmj1,Angel,Fairy Tail,light,N/A,8,1020,N/A,N/A,0,N/A,false,false,N/A,N/A,60,46,73,241,"Dru, Ato",1
o3hiyk,Quinn,League of Legends,light,N/A,5,930,N/A,N/A,0,N/A,false,false,N/A,N/A,48,42,42,242,"Dra, Out",1
o3gkdv,Doyoung,Treasure,void,N/A,11,1892,N/A,N/A,0,N/A,false,false,N/A,N/A,52,55,50,274,"Mys, Tau",1
o3gdb4,Kabuto,Kamen Rider,void,N/A,12,1177,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,56,243,"Tau, Tem",1
o3fii7,Yui Kurata,Trinity Seven,wood,N/A,17,1258,N/A,N/A,0,N/A,false,false,N/A,N/A,46,75,47,280,"Ser, Hol",1
o3fb85,Rokuta,Paradox Live,ice,N/A,14,709,N/A,N/A,0,N/A,false,false,N/A,N/A,51,66,58,265,"Dru, Vis",1
o3f7dl,Kenichirou Ryuuzaki,Zom 100: Bucket List of the Dead,ice,N/A,24,980,N/A,N/A,0,N/A,false,false,N/A,N/A,59,44,58,265,"Ven, Tem",1
o3f68q,Inugami Korone,Hololive,fire,N/A,176,961,N/A,N/A,0,N/A,false,false,N/A,N/A,45,41,53,231,"Vor, Wil",1
o3ez0m,Hana,Guardian Tales,void,N/A,6,621,N/A,N/A,0,N/A,false,false,N/A,N/A,53,57,41,275,"Ban, Hol",1
o3etkb,Ugaki,Bleach,fire,bleach,1,890,N/A,N/A,0,N/A,false,false,N/A,N/A,51,57,48,279,"Vis, Und",1
o3eos7,Boston Lobster (SP),Food Fantasy,void,N/A,33,1438,N/A,N/A,0,N/A,false,false,N/A,N/A,52,40,45,264,"Ven, Sha",1
o3em79,Nyatasha Nyanners,Independent VTubers,metal,N/A,85,523,N/A,N/A,0,N/A,false,false,N/A,N/A,60,55,60,260,"Wil, Pur",1
o3ecqa,Jiro Yamada,Hypnosis Mic: Division Rap Battle - Rhyme Anima,light,N/A,12,1178,N/A,N/A,0,N/A,false,false,N/A,N/A,48,47,49,291,"Hyp, Tem",1
o3eben,Hare,Honkai Impact 3rd,metal,N/A,10,1901,N/A,N/A,0,N/A,false,false,N/A,N/A,79,43,60,268,"Rol, Har",1
o3e7so,Dark Mousy,D N Angel,void,N/A,5,286,N/A,N/A,0,N/A,false,false,N/A,N/A,53,54,74,276,"Bod, Hel",1
o3e5uu,Bonnie Bennett,Vampire Diaries,fire,N/A,32,920,N/A,N/A,0,N/A,false,false,N/A,N/A,64,41,100,291,"Ven, Vor",1
o3e4qx,Yumichika Ayasegawa,Bleach,light,bleach,2,1147,N/A,N/A,0,N/A,false,false,N/A,N/A,43,43,49,246,"Und, Rol",1
o3dzq3,Yaha-kui zaShunina,KADO: The Right Answer,light,N/A,5,371,N/A,N/A,0,N/A,false,false,N/A,N/A,43,40,50,231,"Dra, Sha",1
o3dqlu,Tsubomi,Shuffle!,void,low,0,70,N/A,N/A,0,N/A,false,false,N/A,N/A,69,47,59,258,"Ban, Mim",1
o3dd5d,Noir Vesper,Holostars EN,light,N/A,17,1690,N/A,N/A,0,N/A,false,false,N/A,N/A,79,45,86,238,"Bli, Ven",1
o3d0i7,March 7th,Honkai Star Rail,wind,honkai,237,900,N/A,N/A,0,N/A,false,false,N/A,N/A,45,53,53,265,"Tau, Vis",1
o3cvfu,Mabashi,Bleach,earth,bleach,3,1556,N/A,N/A,0,N/A,false,false,N/A,N/A,45,52,45,252,"Sha, Tau",1
o3csha,Shin Yuna,Mercenary Enrollment,wind,N/A,10,684,N/A,N/A,0,N/A,false,false,N/A,N/A,44,52,41,260,"Alm, Und",1
o3cp5r,Nakabayashi,Aldnoah.Zero,void,low,0,66,N/A,N/A,0,N/A,false,false,N/A,N/A,55,42,49,238,"Har, Ven",1
o3co6o,Caesar Alexandrovich Sergeyev,Roses and Champagne,wind,N/A,22,1428,N/A,N/A,0,N/A,false,false,N/A,N/A,55,53,54,264,"Dra, Hyp",1
o3cm8o,Hotarugusa,Onmyoji,wood,low,1,34,N/A,N/A,0,N/A,false,false,N/A,N/A,58,40,40,308,"Ref, Cos",1
o3cizr,Kenzaki Tsurugi,Blue Archive,void,N/A,15,1601,N/A,N/A,0,N/A,false,false,N/A,N/A,47,50,40,314,"Bli, Out",1
o3cdex,Michiyo Gotoh,Bocchi the Rock!,wood,N/A,7,1107,N/A,N/A,0,N/A,false,false,N/A,N/A,42,45,43,301,"Rol, Hyp",1
o3bp98,Klee,Genshin Impact,void,genshit,370,568,N/A,N/A,0,N/A,false,false,N/A,N/A,48,49,74,242,"Ven, Spi",1
o3bo5t,Naito Mudano,Tougen Anki,fire,N/A,16,1195,N/A,N/A,0,N/A,false,false,N/A,N/A,57,43,50,261,"Vor, Spi",1
o3bmzr,Rick Roll,Memes,earth,N/A,57,635,N/A,N/A,0,N/A,false,false,N/A,N/A,57,47,48,266,"Spi, Hyp",1
o3bluj,Tighnari,Genshin Impact,ice,genshit,231,819,N/A,N/A,0,N/A,false,false,N/A,N/A,79,57,46,276,"Ref, Und",1
o3bg9i,Ga Mo-Tak,The Uncanny Counter,wind,N/A,12,573,N/A,N/A,0,N/A,false,false,N/A,N/A,70,49,59,280,"Rot, Bel",1
o3bcvh,Kensuke Fukui,Kuroko's Basketball,void,N/A,2,636,N/A,N/A,0,N/A,false,false,N/A,N/A,58,55,43,250,"Rot, Eth",1
o3aflu,Illumi Zoldyck,Hunter x Hunter,light,N/A,89,1413,N/A,N/A,0,N/A,false,false,N/A,N/A,40,42,57,237,"Spi, Sou",1
o39z9p,Clare,Claymore,light,N/A,20,905,N/A,N/A,0,N/A,false,false,N/A,N/A,57,40,59,248,"Rol, Spi",1
o39v2r,Marina,Splatoon,ice,N/A,60,1439,N/A,N/A,0,N/A,false,false,N/A,N/A,40,53,53,236,"Out, Spi",1
o39ptb,Hyun Cha,Sweet Home,wood,N/A,34,1200,N/A,N/A,0,N/A,false,false,N/A,N/A,57,42,60,244,"For, Rol",1
o39mrl,Emerald,For All Time,ice,N/A,32,694,N/A,N/A,0,N/A,false,false,N/A,N/A,54,52,57,278,"Spi, Tim",1
o39fhm,Azuki,Nekopara,light,N/A,18,985,N/A,N/A,0,N/A,false,false,N/A,N/A,59,46,44,252,"Tim, Und",1
o39e2a,Cerberus,Granblue Fantasy,wind,N/A,17,36,N/A,N/A,0,N/A,false,false,N/A,N/A,58,53,72,238,"Spi, Ser",1
o39c5w,Kon,Kemono Jihen,light,N/A,11,650,N/A,N/A,0,N/A,false,false,N/A,N/A,41,50,45,240,"Bel, Sou",1
o3962b,Virgilia,Umineko: When They Cry,wind,N/A,6,971,N/A,N/A,0,N/A,false,false,N/A,N/A,46,59,50,277,"Und, Bel",1
o38v7t,Bomi Choi,Viral Hit!,earth,N/A,8,572,N/A,N/A,0,N/A,false,false,N/A,N/A,45,67,40,273,"Vis, Tau",1
o38tza,Ryouma Ichijou,Love Stage!!,metal,N/A,6,779,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,62,294,"Nec, Tem",1
o38qbz,Bridgette,Total Drama Island,void,N/A,7,740,N/A,N/A,0,N/A,false,false,N/A,N/A,61,52,40,275,"Tim, Mim",1
o38ovd,Lio Fotia,Promare,ice,N/A,36,1883,N/A,N/A,0,N/A,false,false,N/A,N/A,44,42,44,241,"Mys, Alm",1
o38l6s,Meiko Honma,Anohana: The Flower We Saw That Day,earth,N/A,31,683,N/A,N/A,0,N/A,false,false,N/A,N/A,51,42,60,290,"Eth, Dra",1
o38kaf,Hunter,The Owl House,void,N/A,72,1530,N/A,N/A,0,N/A,false,false,N/A,N/A,40,43,58,232,"Sha, Spi",1
o38bn9,Kenma Kozume,Haikyu!!,metal,N/A,287,1331,N/A,N/A,0,N/A,false,false,N/A,N/A,54,43,48,235,"Nec, Tri",1
o385o8,Haechan,NCT,fire,N/A,68,521,N/A,N/A,0,N/A,false,false,N/A,N/A,71,51,56,258,"Nec, Rol",1
o384p8,2B,NieR:Automata,void,N/A,447,1825,N/A,N/A,0,N/A,false,false,N/A,N/A,47,40,53,255,"For, Spi",1
o3812t,Haruka Hashida,Blue Period,earth,N/A,29,711,N/A,N/A,0,N/A,false,false,N/A,N/A,49,60,52,331,"Dru, Cos",1
o37zxc,Johnny,NCT,fire,N/A,48,687,N/A,N/A,0,N/A,false,false,N/A,N/A,46,49,48,256,"Tim, Spi",1
o37wry,Enrico Pucci,JoJo's Bizarre Adventure: Stone Ocean,earth,N/A,88,545,N/A,N/A,0,N/A,false,false,N/A,N/A,43,46,60,300,"Rol, Har",1
o37vpg,Shin Ha-ri,A Business Proposal,wind,N/A,20,618,N/A,N/A,0,N/A,false,false,N/A,N/A,55,42,44,252,"Sou, Har",1
o378ju,Freyr,Granblue Fantasy,fire,low,0,64,N/A,N/A,0,N/A,false,false,N/A,N/A,43,49,58,269,"Roc, Sou",1
o37271,Marin Tachibana,Wolf Girl & Black Prince,ice,low,0,96,N/A,N/A,0,N/A,false,false,N/A,N/A,57,57,42,265,"Rot, Und",1
o370f0,Shin-ah,Yona of the Dawn,ice,N/A,37,1928,N/A,N/A,0,N/A,false,false,N/A,N/A,40,66,50,244,"Ban, Mys",1
o35oc9,Samuel Seo,Lookism,wind,loki,20,864,N/A,N/A,0,N/A,false,false,N/A,N/A,41,53,51,245,"Mim, Dra",1
o35h8n,Ichijou Ririka,Hololive DEV_IS,earth,N/A,24,528,N/A,N/A,0,N/A,false,false,N/A,N/A,43,41,50,254,"Tri, Ven",1
o35bm8,Naiad,Identity V,earth,N/A,19,745,N/A,N/A,0,N/A,false,false,N/A,N/A,53,44,56,268,"Mim, Spi",1
o358ex,Jacob Thorne,Call of Duty,metal,N/A,12,707,N/A,N/A,0,N/A,false,false,N/A,N/A,59,48,53,239,"Hol, Sha",1
o34p8z,Alucard,Castlevania,ice,N/A,103,680,N/A,N/A,0,N/A,false,false,N/A,N/A,52,58,53,256,"Wil, Tri",1
o34gjt,Kanna Hoshiya,Blue Reflection Sun,ice,low,1,31,N/A,N/A,0,N/A,false,false,N/A,N/A,50,77,55,260,"Sou, Spi",1
o34f0g,Dita,Secret Number,light,N/A,6,1133,N/A,N/A,0,N/A,false,false,N/A,N/A,45,46,56,262,"Und, Pur",1
o34d1w,The Knight,Hollow Knight,light,N/A,149,854,N/A,N/A,0,N/A,false,false,N/A,N/A,43,60,43,233,"Rot, Hyp",1
o349co,Yui Saikawa,The Detective Is Already Dead,void,N/A,9,859,N/A,N/A,0,N/A,false,false,N/A,N/A,47,46,41,267,"Bod, Ven",1
o33mfv,Chiyoko Momoshiro,Act-Age,fire,N/A,6,373,N/A,N/A,0,N/A,false,false,N/A,N/A,52,45,46,250,"Hol, Har",1
o33kxg,Kallen Stadtfeld,Code Geass: Lelouch of the Rebellion,void,N/A,93,832,N/A,N/A,0,N/A,false,false,N/A,N/A,44,42,46,245,"Alm, Dru",1
o33joi,Maki Harukawa,Danganronpa V3: Killing Harmony,earth,N/A,41,1722,N/A,N/A,0,N/A,false,false,N/A,N/A,40,41,48,238,"Und, Nec",1
o33d55,Eddie Dear,Welcome Home,metal,N/A,22,1639,N/A,N/A,0,N/A,false,false,N/A,N/A,59,53,51,292,"Vor, Rot",1
o33bwn,Little Princess,Guardian Tales,light,N/A,6,996,N/A,N/A,0,N/A,false,false,N/A,N/A,59,50,49,317,"Tim, Roc",1
o338fr,Nameless King,Dark Souls 3,wood,N/A,12,744,N/A,N/A,0,N/A,false,false,N/A,N/A,47,49,56,262,"Hyp, Mys",1
o3329a,Izana Kurokawa,Tokyo Revengers,light,tokyo,135,737,N/A,N/A,0,N/A,false,false,N/A,N/A,59,42,96,277,"Wil, Sha",1
o33193,Leonia Voreoti,I Became the Male Lead's Adopted Daughter,fire,N/A,10,704,N/A,N/A,0,N/A,false,false,N/A,N/A,50,60,57,248,"Ref, Ser",1
o32zy5,Kazuki Kurusu,Buddy Daddies,wood,N/A,47,560,N/A,N/A,0,N/A,false,false,N/A,N/A,46,40,59,262,"Nec, Mys",1
o32yw2,Otonose Kanade,Hololive DEV_IS,light,N/A,17,604,N/A,N/A,0,N/A,false,false,N/A,N/A,55,54,56,320,"Wil, Ven",1
o32uqh,Cheol Kim,After School Lessons for Unripe Apples,wind,N/A,16,1070,N/A,N/A,0,N/A,false,false,N/A,N/A,91,41,46,265,"Tau, Tim",1
o32ptz,Coco Rivera,Coco,earth,N/A,6,1190,N/A,N/A,0,N/A,false,false,N/A,N/A,80,57,41,230,"Spi, Ser",1
o32mcn,Jackie Welles,Cyberpunk 2077,ice,N/A,13,1747,N/A,N/A,0,N/A,false,false,N/A,N/A,60,49,55,266,"Roc, Vor",1
o32l8s,Saraato,Cerberus,void,low,0,26,N/A,N/A,0,N/A,false,false,N/A,N/A,46,54,53,251,"Spi, Wil",1
o32hxq,Korekuni Ryuji,B-PROJECT,light,N/A,6,699,N/A,N/A,0,N/A,false,false,N/A,N/A,52,51,56,256,"For, Hel",1
o32cn0,Haruko Haruhara,FLCL,fire,N/A,30,1642,N/A,N/A,0,N/A,false,false,N/A,N/A,40,67,58,235,"Ref, For",1
o32ast,Osamu Dazai,Ikemen Vampire: Temptation in the Dark,earth,low,4,87,N/A,N/A,0,N/A,false,false,N/A,N/A,58,43,41,270,"Vor, Dra",1
o328xu,Caitlyn,Arcane,earth,N/A,79,1725,N/A,N/A,0,N/A,false,false,N/A,N/A,58,45,46,249,"Hel, Und",1
o322a5,Kozo Kanamori,Demon Slayer,wind,slayer,5,124,N/A,N/A,0,N/A,false,false,N/A,N/A,46,40,60,273,"Bod, Dru",1
o31ww9,Kaname Sengoku,Welcome to the Ballroom,light,N/A,4,555,N/A,N/A,0,N/A,false,false,N/A,N/A,59,50,57,254,"Spi, Roc",1
o31l1t,Herlock Sholmes,The Great Ace Attorney Chronicles,wind,N/A,17,815,N/A,N/A,0,N/A,false,false,N/A,N/A,45,57,41,284,"Pur, Spi",1
o30726,Thor,Marvel Cinematic Universe,light,N/A,62,757,N/A,N/A,0,N/A,false,false,N/A,N/A,42,41,58,304,"For, Dra",1
o2zr84,Park Gun Wook,ZEROBASEONE,metal,N/A,50,1807,N/A,N/A,0,N/A,false,false,N/A,N/A,54,52,51,235,"Hol, Spi",1
o2zpml,Nefera de Nile,Monster High,void,low,7,53,N/A,N/A,0,N/A,false,false,N/A,N/A,59,51,45,276,"Nec, Wil",1
o2z5rd,Deadlock,Valorant,wind,valo,20,1443,N/A,N/A,0,N/A,false,false,N/A,N/A,90,44,51,270,"Vis, For",1
o2ynkg,Kokuriko,Blue Archive,earth,N/A,9,800,N/A,N/A,0,N/A,false,false,N/A,N/A,51,54,79,234,"Vor, Ato",1
o2ym0n,IRyS,Hololive EN,wind,N/A,83,352,N/A,N/A,0,N/A,false,false,N/A,N/A,56,57,40,286,"Dru, Ref",1
o2yjsi,Chika Fujiwara,Kaguya-sama: Love is War,ice,N/A,462,540,N/A,N/A,0,N/A,false,false,N/A,N/A,80,45,43,265,"For, Und",1
o2xz3u,Ouni,Children of the Whales,wood,N/A,7,1325,N/A,N/A,0,N/A,false,false,N/A,N/A,43,60,54,264,"Und, Vis",1
o2x927,Mammon,Obey Me!,void,3d,175,389,N/A,N/A,0,N/A,false,false,N/A,N/A,49,49,44,294,"Ato, Tem",1
o2x6rv,Maxwell,NIKKE,metal,N/A,5,505,N/A,N/A,0,N/A,false,false,N/A,N/A,43,56,40,284,"Hol, Eth",1
o2x37k,C.C.,Code Geass: Lelouch of the Rebellion,light,N/A,356,1670,N/A,N/A,0,N/A,false,false,N/A,N/A,58,50,53,278,"Tau, Bel",1
o2x26t,Shiori Sakurazaka,"More Than a Married Couple, But Not Lovers",light,N/A,11,518,N/A,N/A,0,N/A,false,false,N/A,N/A,55,57,45,279,"Alm, Spi",1
o2wyrr,Finn the Human,Adventure Time,light,N/A,123,1405,N/A,N/A,0,N/A,false,false,N/A,N/A,60,53,46,241,"Sou, Bli",1
o2woi0,Astra,Valorant,fire,valo,14,1115,N/A,N/A,0,N/A,false,false,N/A,N/A,58,59,59,311,"Cos, Dra",1
o2wm1d,La Muerte,The Book of Life,wind,N/A,17,606,N/A,N/A,0,N/A,false,false,N/A,N/A,49,53,48,236,"Nec, Vor",1
o2wkey,Lily Hoshikawa,Zombie Land Saga,wood,N/A,5,516,N/A,N/A,0,N/A,false,false,N/A,N/A,48,76,78,262,"Har, Dra",1
o2uov3,Ushiwakamaru,Fate/Grand Order,light,N/A,24,504,N/A,N/A,0,N/A,false,false,N/A,N/A,55,48,46,280,"Ven, Alm",1
o2u7r4,Hanta Sero,My Hero Academia,light,mha,19,256,N/A,N/A,0,N/A,false,false,N/A,N/A,63,66,54,282,"Bod, Bel",1
o2tykr,Hitohito Tadano,Komi Can't Communicate,wood,N/A,73,165,N/A,N/A,0,N/A,false,false,N/A,N/A,54,78,41,253,"Mys, Ref",1
o2tb50,Josuke Higashikata (JoJolion),JoJo's Bizarre Adventure: JoJolion,ice,N/A,107,866,N/A,N/A,0,N/A,false,false,N/A,N/A,48,42,50,254,"Tau, Dra",1
o2t95h,Kaguya Yamai,Date A Live III,ice,N/A,20,782,N/A,N/A,0,N/A,false,false,N/A,N/A,49,54,50,292,"Bod, Dru",1
o2t32g,Lay,EXO,fire,low,18,38,N/A,N/A,0,N/A,false,false,N/A,N/A,59,46,45,276,"Tri, Spi",1
o2t1ny,Carue,One Piece,ice,N/A,11,1824,N/A,N/A,0,N/A,false,false,N/A,N/A,49,54,58,249,"Bel, Tim",1
o2sxrg,Frelia,Ar Tonelico: Melody of Elemia,wood,low,0,43,N/A,N/A,0,N/A,false,false,N/A,N/A,50,56,53,239,"Rol, Ven",1
o2swly,Hakuryuu Ren,Magi: The Labyrinth of Magic,light,N/A,9,1886,N/A,N/A,0,N/A,false,false,N/A,N/A,46,78,48,274,"Cos, Eth",1
o2sv5x,Veibae,Independent VTubers,ice,N/A,69,1342,N/A,N/A,0,N/A,false,false,N/A,N/A,43,51,49,291,"Vis, Bel",1
o2sg25,Scooby-Doo,"Scooby-Doo, Where Are You!",earth,N/A,38,1506,N/A,N/A,0,N/A,false,false,N/A,N/A,52,44,59,249,"Mys, Tim",1
o2seu0,Taeil,NCT,void,N/A,19,1410,N/A,N/A,0,N/A,false,false,N/A,N/A,54,53,54,239,"Alm, Dru",1
o2sbdw,Miwa Yamamura,Barakamon,wind,N/A,7,475,N/A,N/A,0,N/A,false,false,N/A,N/A,58,50,50,276,"Nec, Cos",1
o2s8a6,Nekota Tsuna,VSPO!,fire,N/A,12,696,N/A,N/A,0,N/A,false,false,N/A,N/A,54,47,55,264,"Tau, Sou",1
o2s786,Sorasaki Hina,Blue Archive,metal,N/A,73,977,N/A,N/A,0,N/A,false,false,N/A,N/A,53,43,58,245,"Rol, Dra",1
o2s5wn,Fortegreen,Among Us,fire,N/A,17,1980,N/A,N/A,0,N/A,false,false,N/A,N/A,51,55,53,247,"For, Dra",1
o2s4b7,Ein,NIKKE,fire,low,2,59,N/A,N/A,0,N/A,false,false,N/A,N/A,63,42,42,293,"Tem, Und",1
o2s1yn,Kureiji Ollie,Hololive ID,fire,N/A,54,703,N/A,N/A,0,N/A,false,false,N/A,N/A,43,54,51,294,"Ser, Bel",1
o2s0o1,Takeru Danma,Alice in Borderland,fire,N/A,11,503,N/A,N/A,0,N/A,false,false,N/A,N/A,43,60,56,272,"Sou, Dra",1
o2rvn0,Yoshikazu Miyano,Sasaki and Miyano,metal,N/A,123,534,N/A,N/A,0,N/A,false,false,N/A,N/A,43,59,71,268,"Dra, Vor",1
o2rtpb,Kana Arima,Oshi no Ko,void,N/A,294,1792,N/A,N/A,0,N/A,false,false,N/A,N/A,58,74,50,252,"Out, Dru",1
o2rrrf,Alchemist,Bloons TD 6,earth,low,2,76,N/A,N/A,0,N/A,false,false,N/A,N/A,73,58,60,308,"Mim, Vis",1
o2rqu6,Black☆Star,Soul Eater,metal,N/A,36,1956,N/A,N/A,0,N/A,false,false,N/A,N/A,46,54,55,263,"Bli, Bod",1
o2rn5i,Tingyun,Honkai Star Rail,void,honkai,66,562,N/A,N/A,0,N/A,false,false,N/A,N/A,49,57,68,279,"Dra, Dru",1
o2rkrn,Makima,Chainsaw Man,light,N/A,2652,1594,N/A,N/A,0,N/A,false,false,N/A,N/A,52,40,44,276,"Wil, Bel",1
o2r71p,Shiki Tohno,Lunar Legend Tsukihime,wind,N/A,8,677,N/A,N/A,0,N/A,false,false,N/A,N/A,41,47,41,280,"Dra, Mys",1
o2q3j6,Eris Boreas Greyrat,Mushoku Tensei: Jobless Reincarnation,ice,N/A,273,779,N/A,N/A,0,N/A,false,false,N/A,N/A,47,80,60,298,"Sou, Mim",1
o2pwkt,Gabimaru,Hell's Paradise: Jigokuraku,light,gabimaru,409,641,N/A,N/A,0,N/A,false,false,N/A,N/A,41,59,49,291,"Ato, Tri",1
o2pos4,Cinnabar,Land of the Lustrous,wood,N/A,36,895,N/A,N/A,0,N/A,false,false,N/A,N/A,44,45,56,231,"Sou, Dru",1
o2p1qb,Asagi Mutsuki,Blue Archive,void,N/A,19,1733,N/A,N/A,0,N/A,false,false,N/A,N/A,43,45,42,272,"Bod, Dra",1
o2opwo,KEL,OMORI,ice,N/A,183,103,N/A,N/A,0,N/A,false,false,N/A,N/A,53,47,55,290,"Hel, Vis",1
o2onqm,Bruno Bucciarati,JoJo's Bizarre Adventure: Golden Wind,light,N/A,81,330,N/A,N/A,0,N/A,false,false,N/A,N/A,45,55,51,247,"Rot, Bod",1
o2ojbo,Hiyori Sarugaki,Bleach,wood,bleach,3,509,N/A,N/A,0,N/A,false,false,N/A,N/A,50,51,40,300,"Bli, Vis",1
o2ohlh,Shuu Iura,Horimiya,wind,N/A,13,828,N/A,N/A,0,N/A,false,false,N/A,N/A,65,57,58,230,"Wil, Cos",1
o2oem2,Song Ji Hyo,Running Man,earth,N/A,9,585,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,54,230,"Hol, Spi",1
o2o7u8,Ikumi Unagiya,Bleach,light,bleach,1,511,N/A,N/A,0,N/A,false,false,N/A,N/A,60,61,46,256,"Rol, Ven",1
o2o4yz,Wolfgang Goldenleonard,King's Maker,wood,N/A,18,554,N/A,N/A,0,N/A,false,false,N/A,N/A,52,48,42,238,"Nec, Tau",1
o2nnln,Momo,IDOLiSH7,earth,N/A,11,810,N/A,N/A,0,N/A,false,false,N/A,N/A,45,55,57,237,"Tem, Tau",1
o2nh4z,Yechan,OMEGA X,metal,N/A,5,1348,N/A,N/A,0,N/A,false,false,N/A,N/A,47,98,50,290,"Cos, Ref",1
o2nd2d,Zdrada,Helltaker,void,N/A,13,848,N/A,N/A,0,N/A,false,false,N/A,N/A,50,44,76,278,"Bel, Hol",1
o2nc8g,Ayumi Yoshida,Detective Conan,ice,N/A,6,606,N/A,N/A,0,N/A,false,false,N/A,N/A,57,52,56,278,"Tau, Sou",1
o2nb30,Kim Hyunsung,Regressor's Instruction Manual,ice,N/A,8,784,N/A,N/A,0,N/A,false,false,N/A,N/A,53,60,55,254,"Roc, For",1
o2n7nv,Ruby,Tower of Fantasy,wind,N/A,7,727,N/A,N/A,0,N/A,false,false,N/A,N/A,49,45,51,241,"Pur, Rol",1
o2n4af,Lisara Restall,"So, I Can't Play H!",void,N/A,5,736,N/A,N/A,0,N/A,false,false,N/A,N/A,57,53,52,260,"Sou, Hyp",1
o2mw72,Yong Hee,CIX,wind,low,13,150,N/A,N/A,0,N/A,false,false,N/A,N/A,53,42,71,271,"Out, Spi",1
o2mo8o,Yuzuru Nishimiya,A Silent Voice,fire,N/A,33,436,N/A,N/A,0,N/A,false,false,N/A,N/A,41,51,56,246,"Hol, Spi",1
o2mlzb,Maria Marionette,Nijisanji EN,wood,N/A,38,1577,N/A,N/A,0,N/A,false,false,N/A,N/A,50,59,78,320,"Ban, Tim",1
o2mgic,Daimon Hotokezaka,Dog & Scissors,light,low,0,58,N/A,N/A,0,N/A,false,false,N/A,N/A,60,43,52,261,"Out, Roc",1
o2lp2p,Tharja,Fire Emblem Awakening,ice,N/A,25,1691,N/A,N/A,0,N/A,false,false,N/A,N/A,56,48,58,264,"Out, Tri",1
o2kwlh,Fou,D.Gray-man,earth,low,1,72,N/A,N/A,0,N/A,false,false,N/A,N/A,59,53,43,251,"Mim, Rol",1
o2ktkp,Leone Abbacchio,JoJo's Bizarre Adventure: Golden Wind,void,N/A,30,521,N/A,N/A,0,N/A,false,false,N/A,N/A,48,40,48,279,"Rol, Dru",1
o2ksbe,Haru Nonaka,"Sing ""Yesterday"" for Me",earth,N/A,10,665,N/A,N/A,0,N/A,false,false,N/A,N/A,41,56,43,238,"Bel, Sou",1
o2koc1,Love,OnlyOneOf,fire,N/A,8,830,N/A,N/A,0,N/A,false,false,N/A,N/A,52,54,47,325,"Tem, Dru",1
o2kn7g,Deadpool,Marvel Cinematic Universe,light,N/A,148,1544,N/A,N/A,0,N/A,false,false,N/A,N/A,58,48,52,236,"Vor, Out",1
o2kkvk,Bee,Minecraft,wood,N/A,42,1158,N/A,N/A,0,N/A,false,false,N/A,N/A,50,58,47,257,"Tim, Rol",1
o2kjfn,Chikorita,Pokemon Generation II,fire,N/A,10,115,N/A,N/A,0,N/A,false,false,N/A,N/A,92,55,46,289,"Dra, Hel",1
o2kb7b,Ryouma Ichijou,Love Stage!!,wind,N/A,6,755,N/A,N/A,0,N/A,false,false,N/A,N/A,42,53,44,255,"Out, Tem",1
o2k8mo,Loona,Helluva Boss,wind,N/A,110,1106,N/A,N/A,0,N/A,false,false,N/A,N/A,58,59,49,275,"Ser, Tem",1
o2jwhs,Fleur,Alchemy Stars,earth,N/A,12,521,N/A,N/A,0,N/A,false,false,N/A,N/A,49,52,53,286,"Dru, Dra",1
o2jtkr,Sunoo,Enhypen,wood,N/A,229,1856,N/A,N/A,0,N/A,false,false,N/A,N/A,48,55,44,260,"Und, Tem",1
o2jcn9,Wirt,Over The Garden Wall,light,N/A,21,769,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,42,285,"Har, Tim",1
